epoch,loss,acc,GAcc,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.9808187484741211,31.697904586791992,50.55126791620728,74,501,0.871304347826087,0.9548248114219892,-551.3357474202542,0.6050069921839568
2,1.405241847038269,65.98677062988281,48.1991914737229,114,1083,0.9047619047619048,0.9570190238208144,-828.3221968022921,0.40764260495002713
3,0.25144869089126587,80.70561981201172,48.732083792723266,109,1355,0.9255464480874317,0.9734235371150998,-686.2140005875491,0.2740690912706144
4,0.46738919615745544,84.84013366699219,50.18375597206909,117,1422,0.9239766081871345,0.974550954079317,-604.0089973148779,0.22400321812910878
5,0.6655406951904297,88.91951751708984,49.90812201396545,107,1506,0.9336639801611903,0.982020588631165,-531.6414943155512,0.18635333032186913
6,0.3698355555534363,90.9592056274414,49.96324880558618,103,1547,0.9375757575757576,0.9856363465614831,-472.4733003003895,0.1631794548786603
7,0.12261347472667694,95.20397186279297,50.128629180448364,97,1630,0.9438332368268674,0.9896005044606768,-412.5539065547136,0.13455804980885658
8,0.03602581098675728,94.76295471191406,50.25725836089673,110,1609,0.9360093077370564,0.9815943971247444,-330.6879806713963,0.10840716260095767
9,0.0748755931854248,95.20397186279297,50.42263873575891,107,1620,0.9380428488708743,0.9848008758501884,-310.5434780186726,0.10163439619280681
10,0.19123682379722595,97.46416473388672,50.86365306872473,111,1657,0.9372171945701357,0.9834966934099366,-250.15650700854317,0.0794138127552514
11,0.18222789466381073,96.03086853027344,50.82690187431091,106,1636,0.939150401836969,0.9840279511431579,-233.0532590450058,0.07458609208897828
12,0.11947130411863327,96.96802520751953,50.42263873575891,107,1652,0.939169982944855,0.9856353371319742,-215.4644185712313,0.06869611577755241
13,0.04377659782767296,98.34619903564453,50.5880191106211,107,1677,0.9400224215246636,0.9862810410067361,-170.3028519800613,0.053502868688552245
14,0.05285339057445526,97.79492950439453,50.569643513414185,110,1664,0.9379932356257046,0.98444331312915,-162.51479407376905,0.051371967877597874
15,0.045379552990198135,98.18081665039062,50.64314590224182,111,1670,0.9376754632229085,0.9836850420824303,-147.68475649925983,0.04634841690053991
16,0.04072369635105133,99.0628433227539,50.606394707828,110,1687,0.9387868670005565,0.984602966722656,-123.26964838122466,0.03856642615308561
17,0.0231343861669302,99.50386047363281,50.66152149944873,113,1692,0.9373961218836565,0.9833942032309062,-103.68745649519693,0.032260400406124566
18,0.010354088619351387,99.50386047363281,50.88202866593164,114,1691,0.9368421052631579,0.9829470739400745,-90.4756783394875,0.028175926425251643
19,0.012900212779641151,99.8346176147461,50.77177508269019,114,1697,0.9370513528437328,0.982606152979754,-64.07421571258031,0.019850363555295278
20,0.1614362597465515,99.44873046875,50.679897096655644,112,1692,0.9379157427937915,0.9829633752520703,-62.86943029991623,0.01956007565652302
