epoch,loss,acc,GAcc,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.16166315972805023,29.658214569091797,44.89158397647923,48,490,0.9107806691449815,0.9901525828991856,-502.3439279718792,0.6914124575572574
2,0.20169249176979065,66.81367492675781,43.6236677692025,86,1126,0.929042904290429,0.9790262563671586,-883.5188898486448,0.4359639028890971
3,0.0389396995306015,79.60308837890625,44.50569643513414,80,1364,0.9445983379501385,0.992776038070296,-839.5120504050155,0.33651433866494057
4,0.039981551468372345,84.78500366210938,46.58213891951488,86,1452,0.9440832249674902,0.9899900134688213,-736.2293352837231,0.27261926532948333
5,0.13602092862129211,88.25799560546875,49.0077177508269,90,1511,0.943785134291068,0.9876143735419494,-626.8647405393826,0.22402493247600236
