epoch,loss,acc,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.0769357681274414,63.87666702270508,58,19105,0.9969733340291186,0.9969360672984754,-13803.931770827501,0.3309778874606383
2,0.04150618240237236,76.82333374023438,0,23047,1.0,1.0,-13013.375256944055,0.25971224693396133
3,0.07238130271434784,78.25,0,23475,1.0,1.0,-12719.527020592464,0.24927336050960885
