epoch,loss,acc,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.009477885439991951,80.43000030517578,22853,1276,0.0528824236396038,0.05733968293706549,-5170.195432548119,0.10493289249870452
2,0.016884153708815575,96.86666870117188,29058,2,6.882312456985548e-05,7.437500688190591e-05,-1283.0788394618196,0.021715804223957153
3,0.007307163439691067,97.96333312988281,29389,0,0.0,-0.0,-832.007594104556,0.013922348449336826
