epoch,loss,acc,GAcc,acc_C1,acc_C2,acc_C3,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,1.652266502380371,83.83333333333333,14.891666666666667,33.84166666666667,67.425,52.275,1722,8338,0.8288270377733599,0.8626425770494971,-37189.198772474454,0.7251280811441265
2,1.3147369623184204,94.35833333333333,31.85,55.175,80.25,74.45,3788,7535,0.6654596838293738,0.697055082282785,-29780.2948346605,0.5457227063786468
3,1.2290654182434082,95.33333333333333,36.13333333333333,58.4,82.63333333333334,77.31666666666666,4315,7125,0.6228146853146853,0.6524673567488012,-27784.562384302953,0.5064120509205525
4,1.3982974290847778,95.76666666666667,39.56666666666667,60.90833333333333,83.775,79.21666666666667,4722,6770,0.5891054646710755,0.6198957747448169,-26658.642258480864,0.4847489562735705
5,1.11444091796875,96.14166666666667,42.46666666666667,62.875,85.14166666666667,80.925,5076,6461,0.5600242697408339,0.5897222343051134,-25651.311780904933,0.46541112882465085
6,1.2316759824752808,96.40833333333333,44.96666666666667,64.84166666666667,86.0,81.925,5370,6199,0.5358285072175641,0.5624432392448304,-24818.943464448614,0.44958824458159896
7,1.0896046161651611,96.69166666666666,46.791666666666664,66.45,86.6,82.55833333333334,5599,6004,0.5174523830043954,0.5463723517400219,-23731.402926243725,0.42936784842047093
8,1.2031433582305908,96.925,48.94166666666667,67.74166666666666,87.325,83.6,5855,5776,0.4966039033617058,0.5255982188222473,-22749.201209427672,0.4109812987525469
9,0.9746549129486084,97.01666666666667,49.63333333333333,68.49166666666666,87.44166666666666,83.65,5935,5707,0.49020786806390654,0.5191397120863419,-21912.768255297487,0.395738162213851
10,1.0782767534255981,97.10833333333333,50.0,68.85833333333333,87.53333333333333,84.025,5987,5666,0.4862267227323436,0.5152108957964106,-21303.507750288933,0.38448404434242617
11,1.2401973009109497,97.1,50.708333333333336,69.21666666666667,87.71666666666667,84.575,6067,5585,0.4793168554754549,0.5087757825420722,-20700.268694780356,0.3736433339117136
12,1.0530816316604614,97.31666666666666,51.583333333333336,69.8,88.28333333333333,84.65,6173,5505,0.4713992121938688,0.499430219040326,-20497.339454351288,0.3694907010129229
13,1.2237749099731445,97.34166666666667,52.19166666666667,70.3,88.19166666666666,84.99166666666666,6248,5433,0.46511428816026024,0.49399097398790176,-20057.81036123767,0.3615765370574681
14,1.2372112274169922,97.48333333333333,52.31666666666667,70.275,88.43333333333334,85.11666666666666,6261,5437,0.46478030432552575,0.4914913872702384,-19604.72988896053,0.35308395638244183
15,1.0267716646194458,97.525,53.09166666666667,70.90833333333333,88.44166666666666,85.39166666666667,6348,5355,0.4575749807741605,0.48441525810585284,-19389.338553521913,0.3491543349250754
16,0.9469643831253052,97.6,53.208333333333336,70.80833333333334,88.66666666666667,85.49166666666666,6373,5339,0.4558572404371585,0.4837811821525324,-19173.3308166688,0.3451529797703518
17,1.0292214155197144,97.69166666666666,53.725,71.31666666666666,88.98333333333333,85.48333333333333,6430,5293,0.45150558730700335,0.477797968010532,-19039.89360102324,0.3425551234429382
18,0.9386475682258606,97.73333333333333,53.75,71.375,88.98333333333333,85.65833333333333,6429,5299,0.45182469304229195,0.47839744511560245,-18837.785924095817,0.338816290520503
19,0.9127315282821655,97.75833333333334,54.59166666666667,71.93333333333334,89.1,85.93333333333334,6537,5194,0.4427585031114142,0.4683637273656323,-18723.582277914797,0.3367437883426041
20,0.8747333288192749,97.88333333333334,54.425,71.78333333333333,89.00833333333334,85.89166666666667,6515,5231,0.4453430955218798,0.47319051121354827,-18448.242643435897,0.33156952970446046
