epoch,loss,acc,GAcc,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.02599887177348137,66.13333129882812,77.15,3869,99,0.024949596774193547,0.02825410694762464,-1385.8488971267773,0.1931963277731522
2,0.03071376122534275,89.88333129882812,94.69166666666666,5388,5,0.0009271277582050807,0.0010617151196886147,-710.5223037215823,0.07277573850362568
3,0.0038911134470254183,93.80000305175781,96.875,5628,0,0.0,-0.0,-459.69179178512485,0.04513045582017345
4,0.007886497303843498,95.4000015258789,97.61666666666666,5722,2,0.00034940600978336826,0.00039987470368880133,-323.85418462970006,0.03125679097333356
5,0.008055208250880241,95.0999984741211,97.46666666666667,5704,2,0.0003505082369435682,0.00040178549190377535,-285.54619513241175,0.027691186999475204
6,0.025176547467708588,96.5999984741211,98.29166666666667,5796,0,0.0,-0.0,-219.9542196749897,0.02100989529322965
7,0.0009222609805874527,97.23332977294922,98.575,5834,0,0.0,-0.0,-154.72235940166254,0.014655812486017626
8,0.005591121036559343,97.58333587646484,98.76666666666667,5854,1,0.0001707941929974381,0.00020757976501980125,-150.60543608731473,0.014228241098418077
9,0.015028807334601879,97.61666870117188,98.75833333333334,5854,3,0.0005122076148198737,0.0005866492501525649,-130.68614349801854,0.012320769531074834
10,0.021044384688138962,97.43333435058594,98.69166666666666,5845,1,0.00017105713308244953,0.00018381073978723805,-121.15249216215516,0.01144406858775281
11,0.002298743464052677,97.5999984741211,98.75,5854,2,0.00034153005464480874,0.00040339970666167495,-107.52719224194236,0.01014258223612107
12,0.008656012825667858,97.91666412353516,98.94166666666666,5874,1,0.00017021276595744682,0.00018306661846429238,-96.78932364880515,0.009105710349696653
13,0.010284832678735256,97.55000305175781,98.70833333333333,5850,3,0.0005125576627370579,0.0005637452916699943,-95.69151303165462,0.009034211088332746
14,0.0013530817814171314,97.83333587646484,98.88333333333334,5868,2,0.00034071550255536625,0.00036686217220725537,-81.68685290458541,0.007700205559824874
15,0.023706907406449318,97.6500015258789,98.78333333333333,5857,2,0.0003413551800648575,0.0003799357165278697,-75.77087721819396,0.007151688781404887
16,2.2547885237145238e-05,97.18333435058594,98.53333333333333,5829,2,0.0003429943405933802,0.00038138026419906785,-72.76259728632212,0.006893861880624867
17,0.00019007101946044713,97.94999694824219,98.94166666666666,5875,2,0.0003403096818104475,0.00037841558575013573,-64.34175238226653,0.006048644636930823
18,1.773549593053758e-05,98.18333435058594,99.05,5889,2,0.00033950093362756747,0.0003649192303686423,-60.793480978376635,0.005700342922007466
19,0.0013261388521641493,98.26667022705078,99.10833333333333,5895,1,0.00016960651289009497,0.0001824652730280952,-54.39005723642655,0.005100079594361678
20,8.744595106691122e-05,98.58333587646484,99.25833333333334,5913,2,0.000338123415046492,0.00036372057624886616,-54.86265569558776,0.005127337650669476
