epoch,loss,acc,GAcc,acc_C1,acc_C2,acc_C3,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.18060706555843353,87.73333333333333,46.166666666666664,67.15833333333333,85.95833333333333,80.88333333333334,5264,5264,0.5,0.5382191939160506,-25815.53170131119,0.49054939807969306
2,0.4110620617866516,87.73333333333333,46.166666666666664,67.15833333333333,85.95833333333333,80.88333333333334,5264,5264,0.5,0.5382191939160506,-25815.53176150422,0.49054939922348717
3,0.3110755681991577,87.73333333333333,46.166666666666664,67.15833333333333,85.95833333333333,80.88333333333334,5264,5264,0.5,0.5382191939160506,-25815.531783865885,0.4905493996484059
4,0.235048308968544,87.73333333333333,46.166666666666664,67.15833333333333,85.95833333333333,80.88333333333334,5264,5264,0.5,0.5382191939160506,-25815.53174167431,0.4905493988466772
5,0.3788476288318634,87.73333333333333,46.166666666666664,67.15833333333333,85.95833333333333,80.88333333333334,5264,5264,0.5,0.5382191939160506,-25815.531769192625,0.4905493993695831
6,0.4772072434425354,87.73333333333333,46.166666666666664,67.15833333333333,85.95833333333333,80.88333333333334,5264,5264,0.5,0.5382191939160506,-25815.531770065005,0.49054939938616016
7,0.2460375726222992,87.73333333333333,46.166666666666664,67.15833333333333,85.95833333333333,80.88333333333334,5264,5264,0.5,0.5382191939160506,-25815.53178054361,0.49054939958527566
8,0.21997232735157013,87.73333333333333,46.166666666666664,67.15833333333333,85.95833333333333,80.88333333333334,5264,5264,0.5,0.5382191939160507,-25815.53180366635,0.49054940002465636
9,0.444302499294281,87.73333333333333,46.166666666666664,67.15833333333333,85.95833333333333,80.88333333333334,5264,5264,0.5,0.5382191939160506,-25815.53174576498,0.4905493989244086
10,0.3452850580215454,87.73333333333333,46.166666666666664,67.15833333333333,85.95833333333333,80.88333333333334,5264,5264,0.5,0.5382191939160506,-25815.53179121475,0.4905493997880498
