epoch,loss,acc,GAcc,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.08308463543653488,55.43333435058594,71.90166666666667,15826,804,0.048346361996392063,0.05537601528559578,-11275.33009028919,0.37852316289092397
2,0.06446447223424911,70.8499984741211,83.93833333333333,21012,243,0.011432604093154553,0.013050786032023132,-10011.87662492471,0.2624486061504652
3,0.0457947663962841,74.63666534423828,86.24,22221,170,0.007592336206511545,0.008582423073626827,-8958.33012950308,0.222321079068413
4,0.07110748440027237,76.92333221435547,87.50333333333333,22945,132,0.005719980933396889,0.006468083720132664,-8253.236293028778,0.19874796421253965
5,0.060979392379522324,78.41999816894531,88.38833333333334,23401,125,0.005313270424211511,0.005887749321908243,-7843.109594860111,0.1851096917926587
6,0.04107614606618881,79.68000030517578,89.13166666666666,23804,100,0.004183400267737617,0.004648464498415933,-7513.624876801135,0.17445817803449518
7,0.05473633110523224,80.58999633789062,89.63166666666666,24078,99,0.004094800843777144,0.004475431556542117,-7232.749995226093,0.165948507036226
8,0.03986721113324165,81.54000091552734,90.12666666666667,24367,95,0.0038835745237511244,0.004296264967074107,-6980.199785782065,0.15821748076997322
9,0.04473981261253357,81.87000274658203,90.36833333333334,24485,76,0.003094336549814747,0.0034283572532336735,-6681.666876650456,0.15087131058932152
10,0.030941059812903404,82.86333465576172,90.925,24782,77,0.0030974697292731,0.0034782627813049268,-6597.345588432523,0.1471366618396038
11,0.04282522574067116,83.36000061035156,91.17333333333333,24932,76,0.0030390275111964174,0.003409721939140946,-6366.908447255708,0.1411277072478008
12,0.030862512066960335,83.85333251953125,91.4,25074,82,0.003259659723326443,0.003615780729954142,-6229.6381539512895,0.1372985398932859
13,0.03775840625166893,84.24666595458984,91.65333333333334,25211,63,0.0024926802247368838,0.002789107131999822,-6045.849057068727,0.13256169216769645
14,0.02787885069847107,84.92666625976562,92.02166666666666,25405,73,0.002865217050003925,0.003143335711466544,-5922.6976563652115,0.1288123861201784
15,0.04900989681482315,85.4800033569336,92.27333333333333,25577,67,0.00261269692715645,0.0028449927943390687,-5837.367998320618,0.1261055905807874
16,0.06773826479911804,86.0433349609375,92.635,25745,68,0.0026343315383721383,0.002876356284713466,-5710.179104972045,0.12255211783861696
17,0.04419364780187607,86.44000244140625,92.79,25857,75,0.0028921795465062473,0.003176913211814635,-5631.436917172188,0.12025483923636276
18,0.04072272405028343,86.66666412353516,92.925,25931,69,0.0026538461538461538,0.0028623354070674493,-5431.084485884734,0.11574250939231943
19,0.027094224467873573,87.11666870117188,93.19,26069,66,0.0025253491486512338,0.0027456510692808285,-5337.790450198818,0.11314310195182863
20,0.027080947533249855,87.74666595458984,93.475,26251,73,0.0027731347819480324,0.003103871133313123,-5231.56451790693,0.11004398336132071
