epoch,loss,acc,GAcc,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.010952834971249104,90.86333465576172,92.88166666666666,26154,1105,0.04053707032539711,0.04354276758025795,-5339.394330557415,0.07919453436203432
2,0.0389777272939682,96.3933334350586,97.28,28381,537,0.01856974894529359,0.020003919434292295,-2337.429383786542,0.03262770776947342
3,0.00524585647508502,97.3499984741211,97.85666666666667,28723,482,0.0165040232836843,0.017655546890310878,-1599.7855620954274,0.022108729367203355
4,0.001575697329826653,97.36333465576172,97.905,28753,456,0.01561162655345955,0.016774899074750136,-1449.1972031640883,0.02002522428825956
5,0.0007993660983629525,97.39666748046875,97.885,28736,483,0.016530339847359594,0.01770017571436672,-1257.7220003340171,0.017372971814133782
6,0.05453914403915405,97.9800033569336,98.3,28985,409,0.013914404300197318,0.014962191038378004,-942.1031271465108,0.012930754547494653
7,0.002434545662254095,97.87666320800781,98.20166666666667,28922,441,0.0150189013384191,0.016309401271441905,-903.8022176322861,0.01242307448093257
8,0.0027068511117249727,97.98999786376953,98.27166666666666,28973,424,0.01442324046671429,0.015514906103415804,-832.246046542116,0.011423793325590036
9,0.0005930426414124668,98.36666870117188,98.57333333333334,29150,360,0.012199254490003388,0.013219637913694762,-698.6600278505819,0.00955382379401675
10,0.0003044219047296792,98.73999786376953,98.74333333333334,29252,370,0.012490716359462561,0.013548174037603052,-625.2043353607719,0.008516869948555791
11,0.000276636186754331,98.37999725341797,98.51666666666667,29115,399,0.01351900792844074,0.014606983873890918,-637.375381284876,0.008713925969929514
12,0.000236446488997899,98.48999786376953,98.58333333333333,29158,389,0.013165465191051546,0.014179728708507216,-608.6455440905183,0.00831067127908053
13,0.0006947466754354537,98.42333221435547,98.51666666666667,29123,404,0.013682392386629187,0.014950164744401601,-558.586741262982,0.0076322369131442275
14,0.001043783500790596,98.663330078125,98.72833333333334,29240,359,0.01212878813473428,0.012934926238001633,-494.9784945405889,0.006746989194988334
15,9.100928764382843e-06,98.78666687011719,98.8,29284,352,0.011877446349034957,0.012865124722653574,-479.21642506513314,0.006522745519791439
16,0.0036148817744106054,98.62999725341797,98.675,29209,380,0.012842610429551522,0.013842366279263267,-474.4810081508478,0.006468488546788104
17,0.0018668860429897904,98.9366683959961,98.84833333333333,29311,370,0.012465887267949192,0.013493959980644444,-353.54871406754756,0.004805377636934143
18,0.00289287231862545,98.82666778564453,98.79,29278,370,0.012479762547220724,0.013345681150046246,-397.26420041373757,0.005405650289033996
19,0.026057185605168343,98.88333129882812,98.84166666666667,29313,352,0.011865835159278611,0.012778656430486675,-349.8406655442827,0.00475808880579565
20,0.00014402501983568072,99.05333709716797,98.95666666666666,29376,340,0.011441647597254004,0.012304981377688403,-307.30649902223786,0.004172198903947539
