epoch,loss,acc,GAcc,acc_C1,acc_C2,acc_C3,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.10606341063976288,85.64166666666667,1.261111111111111,19.516666666666666,56.266666666666666,25.483333333333334,395,9882,0.9615646589471636,0.9769205667536763,-17799.130456826744,0.34426314027147753
2,0.05265234038233757,96.925,1.4861111111111112,21.816666666666666,58.46666666666667,26.408333333333335,528,11103,0.9546040753159659,0.9714867740051507,-9081.296722627963,0.16469031561857564
3,0.013504670932888985,97.81666666666666,1.5027777777777778,21.983333333333334,58.791666666666664,26.533333333333335,539,11199,0.9540807633327654,0.9710989835480109,-6950.145000513066,0.12522746044644706
4,0.01748577319085598,98.06666666666666,1.5138888888888888,22.091666666666665,58.975,26.55,545,11223,0.9536879673691366,0.9709488401942812,-6558.428634290335,0.11801101810232911
5,0.03485758975148201,98.14166666666667,1.525,22.108333333333334,59.03333333333333,26.591666666666665,545,11232,0.9537233590897513,0.9708719480152601,-5642.4281410637295,0.10152006922365182
6,0.11860780417919159,98.375,1.5333333333333334,22.158333333333335,59.2,26.6,551,11254,0.9533248623464634,0.9706497525789279,-5194.132639931381,0.09330778984232735
7,0.007504082750529051,98.50833333333334,1.5277777777777777,22.15,59.21666666666667,26.6,549,11272,0.9535572286608578,0.9707668586227429,-5158.023235212724,0.09257099654411712
8,0.013783917762339115,98.60833333333333,1.5305555555555554,22.15,59.291666666666664,26.6,549,11284,0.9536043268824473,0.9708754380865823,-4938.345622852307,0.08853900937936604
9,0.02204187586903572,98.64166666666667,1.5333333333333334,22.191666666666666,59.333333333333336,26.608333333333334,552,11285,0.9533665624735997,0.9706516869722026,-4749.710765783062,0.08518897369193093
10,0.021076232194900513,98.64166666666667,1.5333333333333334,22.216666666666665,59.30833333333333,26.591666666666665,552,11285,0.9533665624735997,0.9706516869722027,-4464.899484341884,0.08008070879785625
11,0.009827529080212116,98.75833333333334,1.5361111111111112,22.216666666666665,59.425,26.616666666666667,553,11298,0.9533372711163615,0.9706370543591949,-4638.607065407752,0.08311152799599247
12,0.08720102906227112,98.85,1.538888888888889,22.2,59.425,26.616666666666667,554,11308,0.9532962400944192,0.9706115695770321,-4205.50408983141,0.07530269019052882
13,0.020280206575989723,99.025,1.538888888888889,22.208333333333332,59.59166666666667,26.633333333333333,554,11329,0.9533787764032652,0.9706459522958166,-4143.113428615509,0.07409874615005636
14,0.015047942288219929,99.09166666666667,1.5472222222222223,22.291666666666668,59.575,26.633333333333333,555,11336,0.9533260449079135,0.9706258570437686,-4019.790523183101,0.0718336015308439
15,0.022859934717416763,98.96666666666667,1.538888888888889,22.208333333333332,59.583333333333336,26.658333333333335,554,11322,0.9533512967329068,0.9706345003320958,-3821.560905136147,0.06837450897407532
16,0.056743502616882324,99.225,1.5416666666666667,22.291666666666668,59.625,26.658333333333335,555,11352,0.9533887629125725,0.970649023900451,-3446.3749717582236,0.06153810119097628
17,0.04923338070511818,99.25833333333334,1.5472222222222223,22.316666666666666,59.74166666666667,26.641666666666666,556,11355,0.9533204600789187,0.970595977454237,-3800.7397725708834,0.0678856319546644
18,0.05163005366921425,99.25833333333334,1.5444444444444445,22.291666666666668,59.733333333333334,26.625,555,11356,0.9534044160859709,0.9706449860458284,-3445.4758852752884,0.061530510872980386
19,0.08746761828660965,99.325,1.5472222222222223,22.3,59.75,26.625,557,11362,0.9532678916016444,0.9705736337306258,-3407.052887143122,0.060808382460434504
20,0.0010424561332911253,99.40833333333333,1.5444444444444445,22.291666666666668,59.8,26.641666666666666,556,11373,0.9533908961354682,0.9706356302454036,-3190.3065733694743,0.05690574132792619
