epoch,loss,acc,GAcc,acc_C1,acc_C2,acc_C3,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.18889307975769043,85.54166666666667,3.3916666666666666,19.05,56.46666666666667,23.841666666666665,367,9898,0.964247442766683,0.9794540700647544,-35554.79827984646,0.6879063321420282
2,0.21525365114212036,96.95833333333333,4.033333333333333,21.958333333333332,58.575,26.55,474,11161,0.9592608508809626,0.9749087193674889,-31208.56471612012,0.5653262078984529
3,0.04262293502688408,97.64166666666667,4.283333333333333,22.133333333333333,58.69166666666667,26.383333333333333,508,11209,0.9566441921993685,0.974037555342795,-28165.9867215191,0.5082543520718031
4,0.022540224716067314,98.0,4.275,22.416666666666668,58.858333333333334,26.625,511,11249,0.9565476190476191,0.9738717417170862,-23157.995208637378,0.41711425301518346
5,0.009691622108221054,98.325,4.316666666666666,22.55,58.858333333333334,26.541666666666668,515,11284,0.9563522332401051,0.9736842899247894,-27614.18593733845,0.49603895606477316
6,0.003089350648224354,98.3,4.341666666666667,22.591666666666665,59.075,26.558333333333334,519,11277,0.9560020345879959,0.9737336766500002,-26653.860300388038,0.4789664276782249
7,0.015689805150032043,98.425,4.375,22.65,59.05833333333333,26.658333333333335,524,11287,0.9556345779358225,0.9734573418340609,-21008.259183034454,0.37714352203284507
8,0.013187225908041,98.51666666666667,4.375,22.566666666666666,59.15,26.658333333333335,522,11300,0.955845034681103,0.9734719928872969,-25416.352140075094,0.45619892357126424
9,0.0333591029047966,98.6,4.358333333333333,22.683333333333334,59.141666666666666,26.666666666666668,521,11311,0.9559668695064233,0.9735325902687149,-19835.955954962512,0.35582117031379745
10,0.009785461239516735,98.75833333333334,4.425,22.716666666666665,59.19166666666667,26.675,529,11322,0.9553624166736984,0.9732029278380643,-23246.399030781362,0.4165796200021231
11,0.00043941213516518474,98.81666666666666,4.383333333333334,22.633333333333333,59.2,26.7,524,11334,0.9558104233428909,0.9734422527001666,-22826.78067508117,0.40880330582308366
12,0.008285068906843662,98.94166666666666,4.441666666666666,22.716666666666665,59.325,26.7,531,11342,0.9552766781773773,0.9731529011814232,-22052.568247224528,0.39461222831870346
13,0.0019181662937626243,98.95833333333333,4.408333333333333,22.683333333333334,59.35,26.675,527,11348,0.9556210526315789,0.9733352383576556,-20067.58111090303,0.3590322806071822
14,0.022150157019495964,99.0,4.4,22.683333333333334,59.34166666666667,26.691666666666666,527,11353,0.9556397306397306,0.9733411643315087,-18584.328358831193,0.3324212763710546
15,0.001884164521470666,99.03333333333333,4.4,22.7,59.333333333333336,26.7,526,11358,0.9557388084819926,0.9733966388980828,-19609.894105975665,0.3506204327390918
16,0.0070587447844445705,99.13333333333334,4.4,22.716666666666665,59.375,26.725,527,11369,0.9556993947545394,0.9733643096911062,-20760.38192673536,0.37102234035110604
17,0.001906083314679563,99.19166666666666,4.433333333333334,22.741666666666667,59.44166666666667,26.691666666666666,531,11372,0.9553893976308494,0.9731950048885597,-20051.53087079285,0.3582426349487363
18,0.027061237022280693,99.275,4.408333333333333,22.683333333333334,59.416666666666664,26.7,528,11385,0.9556786703601108,0.9733505231866597,-17155.18637433758,0.30623963708476865
19,0.0017564300214871764,99.28333333333333,4.45,22.758333333333333,59.458333333333336,26.708333333333332,533,11381,0.9552627161322813,0.9731299230158221,-16272.856500143309,0.2904761577374405
20,0.019289307296276093,99.41666666666667,4.5,22.841666666666665,59.583333333333336,26.708333333333332,537,11393,0.9549874266554904,0.9729036606884446,-16005.443249983771,0.28538784891635716
