epoch,loss,acc,GAcc,acc_C1,acc_C2,acc_C3,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.9695724248886108,82.975,19.533333333333335,39.55833333333333,70.73333333333333,59.09166666666667,2183,7774,0.7807572562016671,0.8194730453027643,-43303.38542166624,0.8464577661229
2,0.8005698323249817,94.8,33.50833333333333,56.608333333333334,81.18333333333334,75.59166666666667,3963,7413,0.6516350210970464,0.6811230386699635,-40003.47155410464,0.7311202413673559
3,0.7116444110870361,95.725,38.016666666666666,59.725,83.5,78.2,4514,6973,0.6070340384782797,0.6385450858285467,-38729.95904843559,0.7043510771460468
4,0.8208305835723877,96.25833333333334,41.458333333333336,62.68333333333333,84.65833333333333,80.14166666666667,4941,6610,0.5722448272876807,0.6031335113297185,-37708.75400776137,0.6836921530140525
5,0.6522347331047058,96.41666666666667,44.84166666666667,64.9,85.975,81.41666666666667,5337,6233,0.5387208297320657,0.5673492865524932,-36776.81403605929,0.6662249800112867
6,0.6997211575508118,96.6,46.725,66.55,86.44166666666666,82.49166666666666,5565,6027,0.519927536231884,0.5467404085750369,-35916.53487306622,0.6498932542455576
7,0.6689056158065796,96.98333333333333,48.175,67.21666666666667,87.15,83.19166666666666,5743,5895,0.5065303316721086,0.5343581908685591,-35036.236952434105,0.6327569311891976
8,0.7035597562789917,97.05,49.483333333333334,68.25833333333334,87.46666666666667,83.91666666666667,5894,5752,0.4939034861755109,0.5228937710021858,-34347.52652172419,0.620096144460139
9,0.6045222282409668,97.33333333333333,50.30833333333333,68.83333333333333,87.81666666666666,83.9,6001,5679,0.48621575342465756,0.5146112160155316,-33822.350693693945,0.6095879535482546
10,0.6486496329307556,97.325,50.458333333333336,69.21666666666667,87.65833333333333,84.1,6021,5658,0.4844592858977652,0.5122239375603365,-33314.259479211105,0.600505141771036
