epoch,loss,acc,GAcc,acc_C1,acc_C2,acc_C3,gt,rs,RSR,RSRw,prob_model,prob_mod_no
1,0.1953849345445633,85.55833333333334,3.55,19.2,56.55,23.858333333333334,386,9881,0.9624038180578552,0.9785463235916391,-37398.94016880745,0.7233933547055688
2,0.21999521553516388,97.0,4.083333333333333,22.091666666666665,58.766666666666666,26.675,478,11162,0.9589347079037801,0.9745806846840878,-37676.67495225796,0.6821754655883392
3,0.05077008157968521,97.65,4.85,23.0,59.475,28.358333333333334,572,11146,0.9511862092507254,0.9707734664562471,-43959.79922796836,0.7931545121390465
4,0.02941036969423294,98.03333333333333,6.325,24.825,61.416666666666664,36.19166666666667,757,11007,0.9356511390683441,0.9604245795555025,-47233.50013156337,0.8501969157389366
5,0.015821896493434906,98.31666666666666,9.5,27.691666666666666,63.958333333333336,46.24166666666667,1132,10666,0.904051534158332,0.9370438660873863,-47846.182544265146,0.8593043236313199
6,0.00988855492323637,98.25833333333334,10.058333333333334,28.275,64.65833333333333,50.11666666666667,1194,10597,0.8987363243151556,0.9332631775205821,-47287.747749549046,0.8500792718667853
7,0.022254647687077522,98.425,10.925,28.908333333333335,65.025,51.733333333333334,1304,10507,0.8895944458555584,0.9273330736040253,-46838.964553237245,0.8409269318472645
8,0.021770650520920753,98.55833333333334,11.775,29.925,65.98333333333333,53.74166666666667,1406,10421,0.8811194723936755,0.9214737323708129,-46875.508243085,0.8411824172567419
9,0.03387025371193886,98.68333333333334,11.575,29.75,65.83333333333333,53.99166666666667,1384,10458,0.8831278500253336,0.9213449907650995,-45811.358706130944,0.821276868035114
10,0.012465963140130043,98.775,12.291666666666666,30.758333333333333,66.725,55.46666666666667,1470,10383,0.8759807643634523,0.9140699533431959,-46137.38150103009,0.826781829059814
